indicator,country_code,country,year,value_f,note_f,value_m,note_m
Malignant neoplasms of pancreas,LTU,Lithuania,2016,272,,220,
Malignant neoplasms of pancreas,LTU,Lithuania,2017,276,,229,
Malignant neoplasms of pancreas,LTU,Lithuania,2018,260,,244,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2000,22,,8,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2001,10,,11,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2002,24,,11,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2003,11,,8,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2004,20,,9,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2005,22,,9,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2006,17,,18,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2007,18,,14,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2008,15,,8,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2009,17,,10,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2010,28,,19,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2011,14,,16,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2012,16,,12,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2013,26,,12,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2014,22,,18,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2015,23,,20,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2016,13,,13,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2017,28,,14,
Diseases of the blood and blood-forming organs,LTU,Lithuania,2018,34,,10,
Malignant neoplasms of bladder,COL,Colombia,2000,105,,205,
Malignant neoplasms of bladder,COL,Colombia,2001,116,,199,
Malignant neoplasms of bladder,COL,Colombia,2002,111,,195,
Malignant neoplasms of bladder,COL,Colombia,2003,129,,221,
Malignant neoplasms of bladder,COL,Colombia,2004,142,,237,
Malignant neoplasms of bladder,COL,Colombia,2005,138,,260,
Malignant neoplasms of bladder,COL,Colombia,2006,138,,233,
Malignant neoplasms of bladder,COL,Colombia,2007,140,,256,
Malignant neoplasms of bladder,COL,Colombia,2008,152,,275,
Malignant neoplasms of bladder,COL,Colombia,2009,138,,273,
Malignant neoplasms of bladder,COL,Colombia,2010,143,,284,
Malignant neoplasms of bladder,COL,Colombia,2011,126,,268,
Malignant neoplasms of bladder,COL,Colombia,2012,152,,280,
Malignant neoplasms of bladder,COL,Colombia,2013,171,,292,
Malignant neoplasms of bladder,COL,Colombia,2014,195,,287,
Malignant neoplasms of bladder,COL,Colombia,2015,161,,315,
Malignant neoplasms of bladder,COL,Colombia,2016,160,,355,
Malignant neoplasms of bladder,COL,Colombia,2017,170,,353,
Tuberculosis,LTU,Lithuania,2000,73,,292,
Tuberculosis,LTU,Lithuania,2001,62,,291,
Tuberculosis,LTU,Lithuania,2002,69,,269,
Tuberculosis,LTU,Lithuania,2003,63,,277,
Tuberculosis,LTU,Lithuania,2004,46,,263,
Tuberculosis,LTU,Lithuania,2005,64,,303,
Tuberculosis,LTU,Lithuania,2006,75,,294,
Tuberculosis,LTU,Lithuania,2007,69,,283,
Tuberculosis,LTU,Lithuania,2008,74,,273,
Tuberculosis,LTU,Lithuania,2009,51,,215,
Tuberculosis,LTU,Lithuania,2010,41,,181,
Tuberculosis,LTU,Lithuania,2011,40,,176,
Tuberculosis,LTU,Lithuania,2012,49,,207,
Tuberculosis,LTU,Lithuania,2013,42,,169,
Tuberculosis,LTU,Lithuania,2014,52,,176,
Tuberculosis,LTU,Lithuania,2015,40,,149,
Tuberculosis,LTU,Lithuania,2016,36,,138,
Tuberculosis,LTU,Lithuania,2017,29,,125,
Tuberculosis,LTU,Lithuania,2018,24,,89,
Parkinson's disease,COL,Colombia,2000,42,,42,
Parkinson's disease,COL,Colombia,2001,33,,46,
Parkinson's disease,COL,Colombia,2002,60,,52,
Parkinson's disease,COL,Colombia,2003,41,,59,
Parkinson's disease,COL,Colombia,2004,55,,73,
Parkinson's disease,COL,Colombia,2005,61,,77,
Parkinson's disease,COL,Colombia,2006,46,,57,
Parkinson's disease,COL,Colombia,2007,66,,74,
Parkinson's disease,COL,Colombia,2008,85,,103,
Parkinson's disease,COL,Colombia,2009,72,,110,
Parkinson's disease,COL,Colombia,2010,126,,133,
Parkinson's disease,COL,Colombia,2011,91,,122,
Parkinson's disease,COL,Colombia,2012,60,,103,
Parkinson's disease,COL,Colombia,2013,71,,115,
Parkinson's disease,COL,Colombia,2014,102,,110,
Parkinson's disease,COL,Colombia,2015,139,,166,
Parkinson's disease,COL,Colombia,2016,135,,175,
Parkinson's disease,COL,Colombia,2017,108,,151,
Asthma,CRI,Costa Rica,2000,46,,35,
Asthma,CRI,Costa Rica,2001,42,,33,
Asthma,CRI,Costa Rica,2002,36,,20,
Asthma,CRI,Costa Rica,2003,29,,32,
Asthma,CRI,Costa Rica,2004,30,,31,
Asthma,CRI,Costa Rica,2005,34,,12,
Asthma,CRI,Costa Rica,2006,29,,23,
Asthma,CRI,Costa Rica,2007,28,,15,
Asthma,CRI,Costa Rica,2008,21,,10,
Asthma,CRI,Costa Rica,2009,17,,13,
Asthma,CRI,Costa Rica,2010,29,,23,
Asthma,CRI,Costa Rica,2011,36,,9,
Asthma,CRI,Costa Rica,2012,13,,18,
Asthma,CRI,Costa Rica,2013,16,,14,
Asthma,CRI,Costa Rica,2014,30,,17,
Asthma,CRI,Costa Rica,2015,22,,26,
Asthma,CRI,Costa Rica,2016,28,,17,
Asthma,CRI,Costa Rica,2017,22,,31,
Acute myocardial infarction,COL,Colombia,2000,8806,,11245,
Acute myocardial infarction,COL,Colombia,2001,9121,,11428,
Acute myocardial infarction,COL,Colombia,2002,9127,,11404,
Acute myocardial infarction,COL,Colombia,2003,9447,,11689,
Acute myocardial infarction,COL,Colombia,2004,9732,,12402,
Acute myocardial infarction,COL,Colombia,2005,10365,,13325,
Acute myocardial infarction,COL,Colombia,2006,10643,,13442,
Acute myocardial infarction,COL,Colombia,2007,10714,,13404,
Acute myocardial infarction,COL,Colombia,2008,11469,,14224,
Acute myocardial infarction,COL,Colombia,2009,10880,,13676,
Acute myocardial infarction,COL,Colombia,2010,11807,,14541,
Acute myocardial infarction,COL,Colombia,2011,11825,,14507,
Acute myocardial infarction,COL,Colombia,2012,12480,,15623,
Acute myocardial infarction,COL,Colombia,2013,13164,,16042,
Acute myocardial infarction,COL,Colombia,2014,14171,,17033,
Acute myocardial infarction,COL,Colombia,2015,15058,,17763,
Acute myocardial infarction,COL,Colombia,2016,15327,,18533,
Acute myocardial infarction,COL,Colombia,2017,16107,,18958,
Diabetes mellitus,LTU,Lithuania,2000,142,,99,
Diabetes mellitus,LTU,Lithuania,2001,161,,105,
Diabetes mellitus,LTU,Lithuania,2002,170,,131,
Diabetes mellitus,LTU,Lithuania,2003,157,,108,
Diabetes mellitus,LTU,Lithuania,2004,180,,127,
Diabetes mellitus,LTU,Lithuania,2005,194,,143,
Diabetes mellitus,LTU,Lithuania,2006,180,,150,
Diabetes mellitus,LTU,Lithuania,2007,180,,121,
Diabetes mellitus,LTU,Lithuania,2008,171,,114,
Diabetes mellitus,LTU,Lithuania,2009,185,,119,
Diabetes mellitus,LTU,Lithuania,2010,160,,117,
Diabetes mellitus,LTU,Lithuania,2011,162,,116,
Diabetes mellitus,LTU,Lithuania,2012,191,,134,
Diabetes mellitus,LTU,Lithuania,2013,172,,135,
Diabetes mellitus,LTU,Lithuania,2014,167,,113,
Diabetes mellitus,LTU,Lithuania,2015,178,,140,
Diabetes mellitus,LTU,Lithuania,2016,169,,138,
Diabetes mellitus,LTU,Lithuania,2017,234,,186,
Diabetes mellitus,LTU,Lithuania,2018,322,,206,
Malignant neoplasms of stomach,LTU,Lithuania,2000,346,,502,
Malignant neoplasms of stomach,LTU,Lithuania,2001,349,,454,
Malignant neoplasms of stomach,LTU,Lithuania,2002,341,,470,
Malignant neoplasms of stomach,LTU,Lithuania,2003,343,,446,
Malignant neoplasms of stomach,LTU,Lithuania,2004,315,,482,
Malignant neoplasms of stomach,LTU,Lithuania,2005,337,,431,
Malignant neoplasms of stomach,LTU,Lithuania,2006,284,,456,
Malignant neoplasms of stomach,LTU,Lithuania,2007,291,,495,
Malignant neoplasms of stomach,LTU,Lithuania,2008,337,,434,
Malignant neoplasms of stomach,LTU,Lithuania,2009,281,,407,
Malignant neoplasms of stomach,LTU,Lithuania,2010,270,,411,
Malignant neoplasms of stomach,LTU,Lithuania,2011,286,,384,
Malignant neoplasms of stomach,LTU,Lithuania,2012,299,,386,
Malignant neoplasms of stomach,LTU,Lithuania,2013,247,,396,
Malignant neoplasms of stomach,LTU,Lithuania,2014,285,,413,
Malignant neoplasms of stomach,LTU,Lithuania,2015,269,,414,
Malignant neoplasms of stomach,LTU,Lithuania,2016,267,,395,
Malignant neoplasms of stomach,LTU,Lithuania,2017,256,,391,
Malignant neoplasms of stomach,LTU,Lithuania,2018,247,,345,
Parkinson's disease,CRI,Costa Rica,2000,13,,17,
Parkinson's disease,CRI,Costa Rica,2001,21,,17,
Parkinson's disease,CRI,Costa Rica,2002,23,,19,
Parkinson's disease,CRI,Costa Rica,2003,17,,25,
Parkinson's disease,CRI,Costa Rica,2004,34,,28,
Parkinson's disease,CRI,Costa Rica,2005,22,,39,
Parkinson's disease,CRI,Costa Rica,2006,32,,42,
Parkinson's disease,CRI,Costa Rica,2007,24,,33,
Parkinson's disease,CRI,Costa Rica,2008,31,,41,
Parkinson's disease,CRI,Costa Rica,2009,26,,34,
Parkinson's disease,CRI,Costa Rica,2010,34,,43,
Parkinson's disease,CRI,Costa Rica,2011,25,,40,
Parkinson's disease,CRI,Costa Rica,2012,19,,42,
Parkinson's disease,CRI,Costa Rica,2013,26,,29,
Parkinson's disease,CRI,Costa Rica,2014,30,,40,
Parkinson's disease,CRI,Costa Rica,2015,36,,54,
Parkinson's disease,CRI,Costa Rica,2016,51,,61,
Parkinson's disease,CRI,Costa Rica,2017,29,,60,
Diseases of the circulatory system,LTU,Lithuania,2000,11853,,9077,
Diseases of the circulatory system,LTU,Lithuania,2001,12191,,9678,
Diseases of the circulatory system,LTU,Lithuania,2002,12362,,9969,
Diseases of the circulatory system,LTU,Lithuania,2003,12248,,10047,
Diseases of the circulatory system,LTU,Lithuania,2004,12557,,9974,
Diseases of the circulatory system,LTU,Lithuania,2005,13088,,10735,
Diseases of the circulatory system,LTU,Lithuania,2006,13552,,10769,
Diseases of the circulatory system,LTU,Lithuania,2007,13317,,10990,
Diseases of the circulatory system,LTU,Lithuania,2008,13214,,10409,
Diseases of the circulatory system,LTU,Lithuania,2009,13176,,10116,
Diseases of the circulatory system,LTU,Lithuania,2010,13497,,10130,
Diseases of the circulatory system,LTU,Lithuania,2011,13089,,9997,
Diseases of the circulatory system,LTU,Lithuania,2012,13286,,9884,
Diseases of the circulatory system,LTU,Lithuania,2013,13462,,9899,
Diseases of the circulatory system,LTU,Lithuania,2014,13072,,9451,
Diseases of the circulatory system,LTU,Lithuania,2015,13836,,9753,
Diseases of the circulatory system,LTU,Lithuania,2016,13386,,9717,
Diseases of the circulatory system,LTU,Lithuania,2017,13225,,9286,
Diseases of the circulatory system,LTU,Lithuania,2018,12928,,8994,
Malignant neoplasms of prostate,LTU,Lithuania,2000,,,413,
Malignant neoplasms of prostate,LTU,Lithuania,2001,,,428,
Malignant neoplasms of prostate,LTU,Lithuania,2002,,,427,
Malignant neoplasms of prostate,LTU,Lithuania,2003,,,430,
Malignant neoplasms of prostate,LTU,Lithuania,2004,,,477,
Malignant neoplasms of prostate,LTU,Lithuania,2005,,,477,
Malignant neoplasms of prostate,LTU,Lithuania,2006,,,552,
Malignant neoplasms of prostate,LTU,Lithuania,2007,,,582,
Malignant neoplasms of prostate,LTU,Lithuania,2008,,,528,
Malignant neoplasms of prostate,LTU,Lithuania,2009,,,496,
Malignant neoplasms of prostate,LTU,Lithuania,2010,,,577,
Malignant neoplasms of prostate,LTU,Lithuania,2011,,,507,
Malignant neoplasms of prostate,LTU,Lithuania,2012,,,585,
Malignant neoplasms of prostate,LTU,Lithuania,2013,,,529,
Malignant neoplasms of prostate,LTU,Lithuania,2014,,,521,
Malignant neoplasms of prostate,LTU,Lithuania,2015,,,544,
Malignant neoplasms of prostate,LTU,Lithuania,2016,,,561,
Malignant neoplasms of prostate,LTU,Lithuania,2017,,,525,
Malignant neoplasms of prostate,LTU,Lithuania,2018,,,524,
Dementia,LTU,Lithuania,2000,21,,8,
Dementia,LTU,Lithuania,2001,14,,3,
Dementia,LTU,Lithuania,2002,9,,5,
Dementia,LTU,Lithuania,2003,13,,3,
Dementia,LTU,Lithuania,2004,11,,3,
Dementia,LTU,Lithuania,2005,12,,7,
Dementia,LTU,Lithuania,2006,14,,2,
Dementia,LTU,Lithuania,2007,24,,6,
Dementia,LTU,Lithuania,2008,23,,5,
Dementia,LTU,Lithuania,2009,11,,5,
Dementia,LTU,Lithuania,2010,31,,9,
Dementia,LTU,Lithuania,2011,25,,9,
Dementia,LTU,Lithuania,2012,38,,17,
Dementia,LTU,Lithuania,2013,55,,17,
Dementia,LTU,Lithuania,2014,50,,14,
Dementia,LTU,Lithuania,2015,58,,25,
Dementia,LTU,Lithuania,2016,90,,30,
Dementia,LTU,Lithuania,2017,180,,58,
Dementia,LTU,Lithuania,2018,179,,54,
Peptic ulcer,LTU,Lithuania,2000,69,,99,
Peptic ulcer,LTU,Lithuania,2001,89,,97,
Peptic ulcer,LTU,Lithuania,2002,95,,98,
Peptic ulcer,LTU,Lithuania,2003,98,,116,
Peptic ulcer,LTU,Lithuania,2004,104,,109,
Peptic ulcer,LTU,Lithuania,2005,107,,115,
Peptic ulcer,LTU,Lithuania,2006,119,,105,
Peptic ulcer,LTU,Lithuania,2007,128,,131,
Peptic ulcer,LTU,Lithuania,2008,129,,132,
Peptic ulcer,LTU,Lithuania,2009,119,,108,
Peptic ulcer,LTU,Lithuania,2010,130,,138,
Peptic ulcer,LTU,Lithuania,2011,106,,137,
Peptic ulcer,LTU,Lithuania,2012,131,,142,
Peptic ulcer,LTU,Lithuania,2013,147,,135,
Peptic ulcer,LTU,Lithuania,2014,138,,136,
Peptic ulcer,LTU,Lithuania,2015,135,,168,
Peptic ulcer,LTU,Lithuania,2016,137,,182,
Peptic ulcer,LTU,Lithuania,2017,163,,151,
Peptic ulcer,LTU,Lithuania,2018,150,,158,
HIV-AIDS,COL,Colombia,2000,332,,1577,
HIV-AIDS,COL,Colombia,2001,376,,1734,
HIV-AIDS,COL,Colombia,2002,410,,1702,
HIV-AIDS,COL,Colombia,2003,478,,1737,
HIV-AIDS,COL,Colombia,2004,521,,1905,
HIV-AIDS,COL,Colombia,2005,468,,1836,
HIV-AIDS,COL,Colombia,2006,499,,1844,
HIV-AIDS,COL,Colombia,2007,570,,1907,
HIV-AIDS,COL,Colombia,2008,520,,1872,
HIV-AIDS,COL,Colombia,2009,541,,1799,
HIV-AIDS,COL,Colombia,2010,578,,1854,
HIV-AIDS,COL,Colombia,2011,561,,1793,
HIV-AIDS,COL,Colombia,2012,538,,1739,
HIV-AIDS,COL,Colombia,2013,545,,1838,
HIV-AIDS,COL,Colombia,2014,566,,1812,
HIV-AIDS,COL,Colombia,2015,589,,1859,
HIV-AIDS,COL,Colombia,2016,594,,2024,
HIV-AIDS,COL,Colombia,2017,543,,1972,
Alzheimer's disease,LTU,Lithuania,2000,11,,11,
Alzheimer's disease,LTU,Lithuania,2001,19,,12,
Alzheimer's disease,LTU,Lithuania,2002,24,,10,
Alzheimer's disease,LTU,Lithuania,2003,27,,12,
Alzheimer's disease,LTU,Lithuania,2004,38,,18,
Alzheimer's disease,LTU,Lithuania,2005,48,,19,
Alzheimer's disease,LTU,Lithuania,2006,62,,27,
Alzheimer's disease,LTU,Lithuania,2007,61,,32,
Alzheimer's disease,LTU,Lithuania,2008,88,,35,
Alzheimer's disease,LTU,Lithuania,2009,78,,32,
Alzheimer's disease,LTU,Lithuania,2010,96,,46,
Alzheimer's disease,LTU,Lithuania,2011,102,,34,
Alzheimer's disease,LTU,Lithuania,2012,99,,39,
Alzheimer's disease,LTU,Lithuania,2013,120,,63,
Alzheimer's disease,LTU,Lithuania,2014,127,,55,
Alzheimer's disease,LTU,Lithuania,2015,128,,66,
Alzheimer's disease,LTU,Lithuania,2016,139,,48,
Alzheimer's disease,LTU,Lithuania,2017,133,,71,
Alzheimer's disease,LTU,Lithuania,2018,166,,66,
Diseases of the nervous system,LTU,Lithuania,2000,119,,204,
Diseases of the nervous system,LTU,Lithuania,2001,135,,207,
Diseases of the nervous system,LTU,Lithuania,2002,156,,206,
Diseases of the nervous system,LTU,Lithuania,2003,153,,223,
Diseases of the nervous system,LTU,Lithuania,2004,200,,228,
Diseases of the nervous system,LTU,Lithuania,2005,200,,245,
Diseases of the nervous system,LTU,Lithuania,2006,242,,327,
Diseases of the nervous system,LTU,Lithuania,2007,258,,340,
Diseases of the nervous system,LTU,Lithuania,2008,287,,321,
Diseases of the nervous system,LTU,Lithuania,2009,263,,279,
Diseases of the nervous system,LTU,Lithuania,2010,286,,313,
Diseases of the nervous system,LTU,Lithuania,2011,285,,270,
Diseases of the nervous system,LTU,Lithuania,2012,259,,262,
Diseases of the nervous system,LTU,Lithuania,2013,302,,296,
Diseases of the nervous system,LTU,Lithuania,2014,320,,283,
Diseases of the nervous system,LTU,Lithuania,2015,297,,293,
Diseases of the nervous system,LTU,Lithuania,2016,320,,290,
Diseases of the nervous system,LTU,Lithuania,2017,396,,318,
Diseases of the nervous system,LTU,Lithuania,2018,420,,354,
Diseases of the digestive system,LTU,Lithuania,2000,570,,703,
Diseases of the digestive system,LTU,Lithuania,2001,617,,819,
Diseases of the digestive system,LTU,Lithuania,2002,661,,849,
Diseases of the digestive system,LTU,Lithuania,2003,664,,945,
Diseases of the digestive system,LTU,Lithuania,2004,718,,914,
Diseases of the digestive system,LTU,Lithuania,2005,800,,1085,
Diseases of the digestive system,LTU,Lithuania,2006,956,,1385,
Diseases of the digestive system,LTU,Lithuania,2007,1095,,1630,
Diseases of the digestive system,LTU,Lithuania,2008,1057,,1487,
Diseases of the digestive system,LTU,Lithuania,2009,961,,1262,
Diseases of the digestive system,LTU,Lithuania,2010,938,,1279,
Diseases of the digestive system,LTU,Lithuania,2011,902,,1156,
Diseases of the digestive system,LTU,Lithuania,2012,905,,1159,
Diseases of the digestive system,LTU,Lithuania,2013,1025,,1209,
Diseases of the digestive system,LTU,Lithuania,2014,960,,1131,
Diseases of the digestive system,LTU,Lithuania,2015,978,,1120,
Diseases of the digestive system,LTU,Lithuania,2016,942,,1223,
Diseases of the digestive system,LTU,Lithuania,2017,956,,1037,
Diseases of the digestive system,LTU,Lithuania,2018,880,,1020,
Malignant melanoma of skin,LTU,Lithuania,2000,55,,31,
Malignant melanoma of skin,LTU,Lithuania,2001,44,,30,
Malignant melanoma of skin,LTU,Lithuania,2002,47,,38,
Malignant melanoma of skin,LTU,Lithuania,2003,51,,41,
Malignant melanoma of skin,LTU,Lithuania,2004,43,,32,
Malignant melanoma of skin,LTU,Lithuania,2005,58,,49,
Malignant melanoma of skin,LTU,Lithuania,2006,44,,45,
Malignant melanoma of skin,LTU,Lithuania,2007,61,,50,
Malignant melanoma of skin,LTU,Lithuania,2008,45,,40,
Malignant melanoma of skin,LTU,Lithuania,2009,52,,49,
Malignant melanoma of skin,LTU,Lithuania,2010,59,,62,
Malignant melanoma of skin,LTU,Lithuania,2011,56,,57,
Malignant melanoma of skin,LTU,Lithuania,2012,66,,41,
Malignant melanoma of skin,LTU,Lithuania,2013,58,,41,
Malignant melanoma of skin,LTU,Lithuania,2014,43,,42,
Malignant melanoma of skin,LTU,Lithuania,2015,54,,49,
Malignant melanoma of skin,LTU,Lithuania,2016,50,,55,
Malignant melanoma of skin,LTU,Lithuania,2017,62,,40,
Malignant melanoma of skin,LTU,Lithuania,2018,59,,59,
External causes of mortality,LTU,Lithuania,2000,1157,,3945,
External causes of mortality,LTU,Lithuania,2001,1168,,4330,
External causes of mortality,LTU,Lithuania,2002,1155,,4125,
External causes of mortality,LTU,Lithuania,2003,1168,,4073,
External causes of mortality,LTU,Lithuania,2004,1125,,3952,
External causes of mortality,LTU,Lithuania,2005,1235,,4314,
External causes of mortality,LTU,Lithuania,2006,1248,,4092,
External causes of mortality,LTU,Lithuania,2007,1164,,4082,
External causes of mortality,LTU,Lithuania,2008,1111,,3674,
External causes of mortality,LTU,Lithuania,2009,885,,3283,
External causes of mortality,LTU,Lithuania,2010,920,,3125,
External causes of mortality,LTU,Lithuania,2011,894,,2826,
External causes of mortality,LTU,Lithuania,2012,869,,2790,
External causes of mortality,LTU,Lithuania,2013,826,,2789,
External causes of mortality,LTU,Lithuania,2014,767,,2571,
External causes of mortality,LTU,Lithuania,2015,805,,2402,
External causes of mortality,LTU,Lithuania,2016,744,,2318,
External causes of mortality,LTU,Lithuania,2017,773,,2037,
External causes of mortality,LTU,Lithuania,2018,740,,1878,
Parkinson's disease,LTU,Lithuania,2000,11,,8,
Parkinson's disease,LTU,Lithuania,2001,14,,8,
Parkinson's disease,LTU,Lithuania,2002,23,,20,
Parkinson's disease,LTU,Lithuania,2003,17,,25,
Parkinson's disease,LTU,Lithuania,2004,34,,17,
Parkinson's disease,LTU,Lithuania,2005,32,,35,
Parkinson's disease,LTU,Lithuania,2006,47,,35,
Parkinson's disease,LTU,Lithuania,2007,51,,46,
Parkinson's disease,LTU,Lithuania,2008,57,,45,
Parkinson's disease,LTU,Lithuania,2009,60,,60,
Parkinson's disease,LTU,Lithuania,2010,55,,48,
Parkinson's disease,LTU,Lithuania,2011,56,,54,
Parkinson's disease,LTU,Lithuania,2012,60,,49,
Parkinson's disease,LTU,Lithuania,2013,55,,48,
Parkinson's disease,LTU,Lithuania,2014,67,,53,
Parkinson's disease,LTU,Lithuania,2015,59,,57,
Parkinson's disease,LTU,Lithuania,2016,74,,55,
Parkinson's disease,LTU,Lithuania,2017,113,,62,
Parkinson's disease,LTU,Lithuania,2018,104,,82,
HIV-AIDS,LTU,Lithuania,2000,1,,5,
HIV-AIDS,LTU,Lithuania,2001,1,,4,
HIV-AIDS,LTU,Lithuania,2004,1,,6,
HIV-AIDS,LTU,Lithuania,2008,3,,11,
HIV-AIDS,LTU,Lithuania,2009,3,,10,
HIV-AIDS,LTU,Lithuania,2010,3,,15,
HIV-AIDS,LTU,Lithuania,2011,3,,15,
HIV-AIDS,LTU,Lithuania,2012,5,,23,
HIV-AIDS,LTU,Lithuania,2013,3,,23,
HIV-AIDS,LTU,Lithuania,2014,5,,17,
HIV-AIDS,LTU,Lithuania,2015,2,,14,
HIV-AIDS,LTU,Lithuania,2016,6,,27,
HIV-AIDS,LTU,Lithuania,2017,2,,29,
HIV-AIDS,LTU,Lithuania,2018,5,,19,
Malignant neoplasms of ovary,CRI,Costa Rica,2000,49,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2001,50,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2002,62,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2003,47,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2004,57,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2005,55,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2006,61,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2007,61,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2008,56,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2009,70,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2010,77,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2011,62,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2012,69,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2013,69,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2014,86,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2015,73,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2016,65,,,
Malignant neoplasms of ovary,CRI,Costa Rica,2017,78,,,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2000,59,,20,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2001,60,,27,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2002,61,,31,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2003,75,,27,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2004,60,,34,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2005,65,,23,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2006,69,,32,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2007,71,,25,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2008,47,,25,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2009,53,,33,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2010,61,,33,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2011,63,,19,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2012,65,,36,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2013,63,,29,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2014,57,,32,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2015,46,,38,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2016,56,,40,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2017,60,,44,
Diseases of the musculoskeletal system and connective tissue,LTU,Lithuania,2018,67,,49,
Accidental poisoning,LTU,Lithuania,2000,142,,438,
Accidental poisoning,LTU,Lithuania,2001,136,,528,
Accidental poisoning,LTU,Lithuania,2002,144,,478,
Accidental poisoning,LTU,Lithuania,2003,149,,531,
Accidental poisoning,LTU,Lithuania,2004,140,,499,
Accidental poisoning,LTU,Lithuania,2005,145,,549,
Accidental poisoning,LTU,Lithuania,2006,172,,573,
Accidental poisoning,LTU,Lithuania,2007,158,,620,
Accidental poisoning,LTU,Lithuania,2008,159,,561,
Accidental poisoning,LTU,Lithuania,2009,123,,453,
Accidental poisoning,LTU,Lithuania,2010,120,,423,
Accidental poisoning,LTU,Lithuania,2011,101,,355,
Accidental poisoning,LTU,Lithuania,2012,83,,363,
Accidental poisoning,LTU,Lithuania,2013,82,,355,
Accidental poisoning,LTU,Lithuania,2014,83,,346,
Accidental poisoning,LTU,Lithuania,2015,106,,376,
Accidental poisoning,LTU,Lithuania,2016,95,,324,
Accidental poisoning,LTU,Lithuania,2017,92,,305,
Accidental poisoning,LTU,Lithuania,2018,71,,246,
Malignant neoplasms of pancreas,COL,Colombia,2000,492,,437,
Malignant neoplasms of pancreas,COL,Colombia,2001,503,,396,
Malignant neoplasms of pancreas,COL,Colombia,2002,501,,445,
Malignant neoplasms of pancreas,COL,Colombia,2003,530,,458,
Malignant neoplasms of pancreas,COL,Colombia,2004,565,,437,
Malignant neoplasms of pancreas,COL,Colombia,2005,561,,487,
Malignant neoplasms of pancreas,COL,Colombia,2006,586,,527,
Malignant neoplasms of pancreas,COL,Colombia,2007,648,,520,
Malignant neoplasms of pancreas,COL,Colombia,2008,694,,553,
Malignant neoplasms of pancreas,COL,Colombia,2009,705,,581,
Malignant neoplasms of pancreas,COL,Colombia,2010,691,,618,
Malignant neoplasms of pancreas,COL,Colombia,2011,712,,652,
Malignant neoplasms of pancreas,COL,Colombia,2012,779,,649,
Malignant neoplasms of pancreas,COL,Colombia,2013,790,,673,
Malignant neoplasms of pancreas,COL,Colombia,2014,871,,717,
Malignant neoplasms of pancreas,COL,Colombia,2015,953,,772,
Malignant neoplasms of pancreas,COL,Colombia,2016,975,,863,
Malignant neoplasms of pancreas,COL,Colombia,2017,948,,939,
